name,actualized,so2_1h,no2_1h,co_8h,pm10_1h,o3_1h,pm10_24h,pm2_5_1h
Brno-Tuřany,2023-07-04T19:18:10Z,,,,,,18.7,0
Brno - Dětská nemocnice,2023-07-04T20:18:10Z,,4.2,,13.7,86,17.9,4.2
Brno-Arboretum,2023-07-04T20:18:10Z,,4.4,,7.4,94.2,15.4,3.9
Brno-Úvoz (hot spot),2023-07-04T20:18:10Z,,32.1,312,10.5,,16.4,4.7
Brno-Líšeň,2023-07-04T20:18:10Z,,,,16.6,,16.5,4.4
Brno-Výstaviště,2023-07-04T20:18:10Z,,35,,10.6,,40.1,5.4
Brno-Lány,2023-07-04T20:18:10Z,8.3,16.3,350,19.0,77.8,17.5,7.2
Brno-Komárov,2023-07-04T20:18:10Z,,24.1,,1.6,,1.4,1.2
Brno-Svatoplukova,2023-07-04T20:18:10Z,,25.6,422,9.5,,18.2,4.2
Brno-Tuřany,2023-07-04T20:18:10Z,5.6,5.2,,6.7,85.2,17.6,2.3
Brno-Komárov,2023-07-04T21:18:10Z,,,,,,1.3,0
Brno-Svatoplukova,2023-07-04T21:18:10Z,,,433,,,18.2,0
Brno-Úvoz (hot spot),2023-07-04T21:18:10Z,,,315,,,16.3,0
Brno-Tuřany,2023-07-04T21:18:10Z,,,,,,17.9,0
Brno-Lány,2023-07-04T21:18:10Z,,,350,,,17.3,0
Brno - Dětská nemocnice,2023-07-04T21:18:10Z,,,,,,18.0,0
Brno-Výstaviště,2023-07-04T21:18:10Z,,,,,,41.2,0
Brno-Líšeň,2023-07-04T21:18:10Z,,,,,,16.3,0
Brno-Arboretum,2023-07-04T21:18:10Z,,,,,,15.5,0
Brno - Dětská nemocnice,2023-07-04T22:18:10Z,,,,,,17.7,0
Brno-Arboretum,2023-07-04T22:18:10Z,,,,,,15.3,0
Brno-Líšeň,2023-07-04T22:18:10Z,,,,,,15.5,0
Brno-Lány,2023-07-04T22:18:10Z,,,383,,,17.1,0
Brno-Výstaviště,2023-07-04T22:18:10Z,,,,,,40.9,0
Brno-Úvoz (hot spot),2023-07-04T22:18:10Z,,,320,,,16.1,0
Brno-Tuřany,2023-07-04T22:18:10Z,,,,,,17.7,0
Brno-Svatoplukova,2023-07-04T22:18:10Z,,,416,,,17.8,0
Brno-Komárov,2023-07-04T22:18:10Z,,,,,,1.3,0
Brno-Lány,2023-07-04T23:18:10Z,7.5,61,422,15.9,1.4,16.7,9
Brno-Úvoz (hot spot),2023-07-04T23:18:10Z,,25.3,322,12.6,,15.8,6.1
Brno-Arboretum,2023-07-04T23:18:10Z,,10.5,,8.7,64.4,14.9,4.7
Brno-Svatoplukova,2023-07-04T23:18:10Z,,13.2,408,12.2,,17.2,6.7
Brno-Tuřany,2023-07-04T23:18:10Z,5.3,14.9,,6.7,39.3,17.0,10
Brno-Výstaviště,2023-07-04T23:18:10Z,,19.5,,11.6,,39.5,5.9
Brno-Líšeň,2023-07-04T23:18:10Z,,,,11.9,,15.3,19.8
Brno-Komárov,2023-07-04T23:18:10Z,,11.1,,1.4,,1.2,1.3
Brno - Dětská nemocnice,2023-07-04T23:18:10Z,,14.5,,12.6,52.9,17.0,10.5
Brno-Arboretum,2023-07-05T00:18:11Z,,,,,,14.8,0
Brno-Tuřany,2023-07-05T00:18:11Z,,,,,,16.6,0
Brno-Komárov,2023-07-05T00:18:11Z,,,,,,1.1,0
Brno-Svatoplukova,2023-07-05T00:18:11Z,,,399,,,17.1,0
Brno - Dětská nemocnice,2023-07-05T00:18:11Z,,,,,,16.8,0
Brno-Líšeň,2023-07-05T00:18:11Z,,,,,,14.9,0
Brno-Úvoz (hot spot),2023-07-05T00:18:11Z,,,324,,,15.7,0
Brno-Výstaviště,2023-07-05T00:18:11Z,,,,,,40.5,0
Brno-Lány,2023-07-05T00:18:11Z,,,449,,,16.6,0
Brno - Dětská nemocnice,2023-07-05T01:18:11Z,,,,,,16.6,0
Brno-Arboretum,2023-07-05T01:18:11Z,,,,,,14.5,0
Brno-Lány,2023-07-05T01:18:11Z,,,466,,,16.4,0
Brno-Výstaviště,2023-07-05T01:18:11Z,,,,,,40.3,0
Brno-Komárov,2023-07-05T01:18:11Z,,,,,,1.1,0
Brno-Svatoplukova,2023-07-05T01:18:11Z,,,366,,,16.9,0
Brno-Úvoz (hot spot),2023-07-05T01:18:11Z,,,325,,,15.5,0
Brno-Líšeň,2023-07-05T01:18:11Z,,,,,,15.3,0
Brno-Tuřany,2023-07-05T01:18:11Z,,,,,,16.3,0
Brno-Svatoplukova,2023-07-05T02:18:11Z,,,333,,,16.6,0
Brno-Líšeň,2023-07-05T02:18:11Z,,,,,,14.7,0
Brno-Tuřany,2023-07-05T02:18:11Z,,,,,,15.9,0
Brno-Výstaviště,2023-07-05T02:18:11Z,,,,,,40.1,0
Brno-Komárov,2023-07-05T02:18:11Z,,,,,,1.1,0
Brno - Dětská nemocnice,2023-07-05T02:18:11Z,,,,,,16.4,0
Brno-Arboretum,2023-07-05T02:18:11Z,,,,,,14.0,0
Brno-Úvoz (hot spot),2023-07-05T02:18:11Z,,,313,,,15.3,0
Brno-Lány,2023-07-05T02:18:11Z,,,449,,,16.1,0
Brno-Svatoplukova,2023-07-05T03:18:11Z,,5.5,262,10.1,,16.0,6.3
Brno-Lány,2023-07-05T03:18:11Z,7.2,42.5,422,9.5,0.4,15.5,7.4
Brno-Komárov,2023-07-05T03:18:11Z,,9.8,,0.1,,1.0,0.1
